ProfileID,Age,GenderEncoded,RegionEncoded,EducationEncoded,FieldOfStudyEncoded,ExperienceYears,YearsSinceGraduation,YearsGap,DigitalSkillEncoded,EnglishLevelEncoded,CurrentEmploymentStatusEncoded,DesiredIndustryEncoded,PreferredJobTypeEncoded,TechSkillCount,SoftSkillCount,HasPythonSkill,HasDigitalMarketing,CertificationsCount
722,26,1,9,1,9,0,3,3,0,1,0,8,2,2,2,0,0,2
723,22,1,7,3,5,0,1,1,2,1,4,4,2,3,2,0,0,2
724,20,0,12,4,8,0,2,2,2,1,4,8,2,4,3,1,0,2
725,22,0,11,2,8,2,5,3,1,1,5,1,0,2,3,0,0,2
726,20,0,19,0,0,1,3,2,0,0,1,0,0,4,3,0,0,3
727,21,1,4,1,1,0,1,1,1,1,3,1,0,4,3,0,0,2
728,22,1,3,3,1,0,4,4,1,2,0,2,1,3,2,0,0,0
729,25,1,23,4,7,3,4,1,0,1,5,7,3,4,3,0,0,2
730,27,0,16,0,5,0,7,7,1,1,5,4,2,4,2,0,0,3
731,22,0,21,3,9,5,5,0,0,1,2,3,2,2,3,0,0,0
732,23,0,10,5,7,0,3,3,1,1,0,7,3,3,3,0,0,2
733,22,1,29,4,0,0,0,0,1,0,3,0,2,2,2,0,0,1
734,24,1,14,4,2,0,2,2,1,2,0,4,2,3,3,0,0,1
735,23,1,20,4,5,2,5,3,1,1,5,0,3,2,2,0,1,2
736,22,1,21,1,2,1,5,4,1,0,4,3,1,3,3,0,0,0
737,29,0,25,4,0,3,3,0,0,0,3,4,1,2,2,0,0,2
738,23,1,13,1,6,0,0,0,2,1,1,1,1,3,2,1,0,0
739,19,0,26,3,4,0,0,0,1,1,1,0,1,4,3,0,1,0
740,20,0,26,3,6,0,0,0,2,0,0,1,0,4,3,0,0,1
741,26,1,9,0,5,1,1,0,1,2,1,5,1,3,3,0,0,1
742,22,1,23,0,1,5,5,0,2,1,2,2,1,4,2,0,0,0
743,24,0,29,5,5,2,2,0,0,1,3,2,2,4,3,0,1,0
744,28,0,1,5,0,4,7,3,1,1,5,7,2,4,3,0,0,0
745,22,1,18,2,2,0,0,0,2,2,0,8,3,3,3,0,0,2
746,26,0,3,2,1,1,3,2,2,1,2,0,2,2,2,0,0,2
747,24,1,15,1,4,0,2,2,0,0,4,2,2,4,2,0,0,1
748,21,0,22,3,3,3,3,0,2,1,5,4,2,4,3,0,0,0
749,24,1,12,2,3,3,5,2,2,1,1,7,2,2,2,0,0,1
750,25,0,25,4,9,5,6,1,1,1,3,1,1,3,2,0,0,2
751,26,0,19,3,0,0,1,1,2,1,4,6,0,3,3,0,0,1
752,23,0,9,2,4,0,0,0,1,1,1,0,0,4,2,0,0,0
753,18,1,4,1,4,0,1,1,2,2,5,8,0,2,2,0,0,3
754,22,0,2,4,3,0,1,1,2,1,5,2,2,2,2,0,0,2
755,25,0,7,1,0,6,7,1,1,1,1,4,0,4,3,0,0,0
756,25,0,15,0,7,2,5,3,2,2,3,2,0,2,2,0,0,1
757,24,0,8,0,4,3,4,1,2,0,5,4,0,3,3,0,0,1
758,18,0,10,5,2,0,0,0,1,1,1,7,3,4,2,0,0,1
759,27,0,17,4,6,4,8,4,2,1,0,1,3,3,3,0,0,1
760,29,0,2,3,7,6,6,0,1,1,0,5,3,2,3,0,0,2
761,21,0,9,4,6,0,2,2,0,0,0,7,1,3,2,0,0,0
762,25,1,19,3,4,3,3,0,0,0,0,6,3,4,3,0,0,2
763,20,1,3,0,4,2,2,0,0,0,2,7,2,3,3,0,0,2
764,18,0,6,1,8,0,0,0,1,0,4,9,0,3,3,0,0,2
765,24,0,10,1,1,1,6,5,1,2,5,1,3,3,3,0,0,1
766,23,0,18,0,4,1,1,0,2,0,5,6,3,2,2,0,1,1
767,23,0,28,4,1,1,1,0,0,1,0,1,3,2,3,0,0,3
768,23,0,26,3,5,3,3,0,2,1,0,9,3,4,3,0,1,1
769,28,0,1,3,0,7,7,0,1,1,5,7,2,2,2,0,0,0
770,24,1,18,4,1,0,1,1,2,1,4,6,0,3,3,0,0,3
771,26,1,24,2,8,1,6,5,1,0,1,2,2,2,3,0,0,2
772,21,1,18,5,1,1,4,3,2,1,1,7,3,3,2,1,0,2
773,22,1,17,3,2,2,5,3,1,2,5,8,3,3,2,0,0,1
774,20,1,18,5,6,1,1,0,0,1,4,5,0,4,2,1,0,1
775,26,1,8,2,3,4,5,1,2,0,1,8,1,4,2,0,0,0
776,21,1,6,4,0,0,0,0,0,0,2,9,2,2,2,0,0,1
777,27,1,14,1,4,1,5,4,1,0,0,6,0,4,2,0,0,2
778,18,1,5,5,0,0,0,0,1,1,5,9,3,2,2,0,0,2
779,23,1,27,1,9,6,6,0,1,1,3,5,0,2,3,0,1,1
780,20,0,22,5,6,0,0,0,2,0,0,9,1,3,3,0,0,1
781,24,1,23,4,8,3,3,0,1,1,5,1,1,2,2,1,0,0
782,18,1,8,1,5,0,0,0,0,0,1,5,3,4,2,0,0,2
783,20,1,27,4,5,0,0,0,0,1,1,2,2,2,3,0,0,0
784,22,0,8,1,9,0,0,0,1,1,1,9,3,3,3,0,0,1
785,22,0,4,1,0,0,4,4,0,1,0,9,0,4,3,1,0,1
786,28,0,23,4,9,0,9,9,2,1,3,1,2,4,2,0,0,1
787,19,1,7,4,2,2,2,0,1,2,4,9,0,4,2,0,0,2
788,24,1,26,2,4,1,2,1,0,1,0,2,1,4,2,0,0,1
789,18,0,28,0,9,0,0,0,1,0,5,8,3,4,2,0,0,2
790,21,1,7,1,1,0,2,2,1,0,0,6,0,3,3,0,0,1
791,18,0,16,1,2,0,1,1,1,0,2,8,2,4,3,0,0,0
792,23,0,23,4,6,2,3,1,1,0,5,2,2,3,2,0,0,0
793,18,1,9,1,1,0,0,0,2,1,5,6,0,4,2,0,0,1
794,28,0,3,3,5,8,8,0,0,1,1,8,1,2,3,0,0,1
795,22,1,12,3,6,2,2,0,2,1,1,5,0,2,2,0,0,0
796,20,0,3,3,2,1,2,1,2,2,4,6,3,4,2,1,0,1
797,22,0,29,3,5,1,1,0,2,0,1,7,3,3,2,0,0,2
798,24,1,0,3,3,0,3,3,1,0,4,8,2,2,2,0,0,1
799,21,0,7,3,4,1,4,3,2,0,0,8,0,2,2,0,0,1
800,18,1,1,2,2,0,0,0,2,0,4,3,0,4,2,0,1,0
801,25,1,5,1,7,0,1,1,2,0,4,3,1,3,3,0,0,3
802,28,0,27,5,2,4,7,3,1,1,1,8,1,3,3,0,0,3
803,24,1,19,1,2,0,2,2,1,1,5,0,1,2,2,0,0,1
804,23,0,27,4,8,1,2,1,1,2,4,4,1,2,2,0,1,0
805,19,0,15,5,2,0,1,1,2,0,4,8,3,2,2,0,0,1
806,24,1,19,0,0,0,0,0,1,2,5,6,0,3,2,0,1,1
807,26,1,2,2,8,0,9,9,1,1,3,4,3,2,2,1,0,1
808,27,1,27,3,9,4,4,0,2,1,4,7,1,3,3,0,0,2
809,22,0,18,1,0,1,3,2,2,1,0,4,0,2,2,0,0,0
810,23,0,19,5,0,2,2,0,2,1,0,8,0,4,3,0,0,1
811,21,1,7,3,0,1,1,0,1,0,4,5,0,3,2,0,0,1
812,24,1,11,2,2,0,4,4,1,0,3,7,1,3,2,1,0,2
813,22,0,28,5,5,0,5,5,1,1,5,2,0,4,2,0,0,1
814,21,1,7,2,2,1,1,0,1,1,0,1,3,3,2,1,0,3
815,23,0,16,3,1,1,3,2,0,2,4,5,2,4,2,1,0,2
816,25,0,0,4,4,1,5,4,2,1,4,6,3,4,2,0,0,2
817,23,0,27,3,3,0,4,4,1,1,0,5,3,2,3,0,0,2
818,24,1,19,5,6,3,3,0,1,1,4,8,3,3,3,0,1,1
819,23,1,18,4,9,1,3,2,2,1,1,5,1,2,3,0,0,0
820,24,0,14,3,9,1,4,3,1,1,2,1,3,3,3,0,0,0
821,29,1,17,5,8,0,0,0,1,1,0,8,2,2,3,0,1,2
822,20,0,29,2,2,1,3,2,1,0,0,4,2,4,3,0,0,1
823,28,1,15,2,9,3,3,0,0,2,2,9,1,3,3,1,0,0
824,23,1,25,0,5,0,0,0,0,1,4,2,0,4,2,0,0,2
825,25,1,21,3,7,1,7,6,0,0,0,1,2,4,2,0,0,2
826,19,1,4,3,3,0,0,0,0,0,1,3,0,2,2,0,0,3
827,21,1,28,1,9,0,0,0,2,0,0,3,1,3,2,0,0,2
828,21,1,2,5,2,0,3,3,0,2,0,7,0,2,3,0,0,1
829,21,0,21,1,5,0,0,0,2,1,3,0,1,4,3,0,0,1
830,25,1,19,5,1,0,4,4,0,2,4,3,3,2,3,0,0,0
831,27,0,25,3,7,0,5,5,2,0,0,5,0,2,3,0,1,2
832,25,1,17,5,4,5,6,1,2,1,5,2,0,2,3,0,0,0
833,22,0,7,1,1,0,1,1,1,1,4,4,2,3,3,1,1,0
834,18,0,24,1,0,0,0,0,0,0,2,0,1,3,2,0,0,1
835,24,1,10,2,5,3,3,0,2,1,0,0,2,3,3,0,0,1
836,24,1,28,0,0,2,2,0,1,0,3,9,3,2,3,0,0,1
837,20,1,5,5,7,3,3,0,1,0,5,8,1,4,2,0,1,1
838,25,1,27,1,9,7,7,0,2,1,1,9,1,2,3,0,0,1
839,19,1,20,1,4,1,2,1,1,2,4,4,3,3,2,0,0,2
840,23,0,19,4,4,1,6,5,2,1,5,0,3,3,3,0,0,1
841,26,0,25,2,8,3,6,3,0,2,0,9,0,2,3,0,0,0
842,25,1,29,3,9,3,3,0,0,1,0,9,0,4,2,0,0,1
843,22,1,16,2,7,0,1,1,0,1,3,3,1,2,3,0,0,2
844,20,1,24,1,2,1,3,2,0,1,3,4,1,2,2,0,0,2
845,27,0,6,3,8,2,3,1,2,0,4,1,2,3,2,0,0,0
846,23,1,29,5,3,1,2,1,2,1,3,7,1,2,2,0,0,2
847,24,0,25,5,1,1,1,0,1,0,0,1,1,4,3,0,0,3
848,21,1,6,2,6,2,4,2,2,2,1,6,2,3,3,0,0,0
849,23,1,21,2,1,0,0,0,1,1,1,9,3,2,2,0,0,1
850,21,1,22,2,1,0,0,0,0,0,5,1,0,3,2,0,0,2
851,24,1,22,5,2,0,1,1,0,1,5,8,0,2,2,0,0,0
852,20,1,14,5,9,0,0,0,1,1,1,4,3,3,3,0,0,3
853,28,1,29,0,7,6,6,0,0,1,5,0,1,3,3,0,0,3
854,21,1,23,2,1,1,4,3,1,1,4,6,2,3,2,0,0,2
855,18,1,20,4,4,0,0,0,1,2,1,6,0,3,3,0,1,1
856,20,0,27,3,9,1,2,1,2,1,0,7,2,2,3,0,0,2
857,27,0,23,5,5,1,2,1,2,2,4,3,1,4,2,0,0,2
858,27,1,19,0,0,0,0,0,1,2,3,7,0,3,3,0,0,2
859,22,1,13,4,2,1,2,1,1,0,1,9,0,3,2,0,0,2
860,21,0,18,2,7,0,0,0,2,2,2,6,2,2,2,0,1,2
861,19,0,8,5,4,0,0,0,2,0,1,5,1,4,3,0,0,1
862,18,1,8,2,9,0,1,1,0,2,0,1,0,3,3,0,0,2
863,21,1,8,2,7,0,3,3,2,1,1,5,2,2,2,0,0,0
864,22,1,13,1,9,3,4,1,1,0,2,1,1,4,2,0,0,0
865,21,0,7,5,9,2,2,0,1,2,0,4,2,3,3,0,0,3
866,22,0,23,2,7,0,2,2,0,1,2,5,0,2,3,0,1,0
867,26,0,7,5,7,5,5,0,2,0,3,9,1,2,2,0,0,3
868,29,0,3,1,0,1,9,8,2,0,4,0,3,2,3,0,0,0
869,22,1,7,5,2,0,0,0,1,0,4,1,2,2,2,0,0,1
870,24,1,23,4,2,1,2,1,1,1,5,9,3,2,2,0,0,0
871,25,1,28,4,9,1,5,4,2,0,4,5,1,4,2,0,1,0
872,25,0,0,3,4,3,3,0,2,0,3,1,0,4,2,0,0,3
873,29,0,25,1,5,4,5,1,2,0,3,8,1,4,3,1,1,1
874,23,1,16,1,7,0,0,0,1,2,4,8,1,4,2,1,0,3
875,26,1,15,2,3,4,4,0,2,1,0,1,0,3,3,0,0,2
876,21,0,16,4,4,0,0,0,0,1,3,8,1,2,2,0,0,1
877,22,0,15,4,1,0,0,0,1,0,4,6,0,4,2,1,1,0
878,23,1,15,2,3,0,0,0,1,1,5,2,1,3,2,0,0,1
879,22,0,19,1,1,0,1,1,1,0,1,3,2,2,3,0,0,0
880,19,1,24,5,6,1,2,1,2,0,5,7,2,2,2,0,0,0
881,25,0,29,4,7,4,4,0,2,1,0,5,0,4,3,0,1,2
882,25,1,3,2,3,6,7,1,0,1,3,3,3,2,3,0,0,2
883,29,1,21,4,7,4,7,3,0,1,0,3,1,2,2,0,0,2
884,19,0,3,5,0,1,2,1,0,0,1,2,1,3,3,0,0,2
885,18,0,27,3,2,0,0,0,2,2,1,6,1,3,3,0,0,3
886,26,1,19,1,2,4,9,5,0,1,2,6,2,3,2,0,0,3
887,23,0,10,5,7,2,4,2,1,0,4,8,0,4,3,1,0,1
888,21,1,8,1,0,0,0,0,1,1,2,2,1,4,3,0,0,1
889,23,1,21,3,3,0,3,3,1,0,1,3,1,3,2,0,0,1
890,28,0,4,4,2,0,0,0,1,0,0,7,1,4,3,0,0,0
891,22,0,22,4,9,2,2,0,0,2,3,9,1,2,2,0,0,1
892,25,0,21,5,1,1,2,1,1,0,1,9,2,4,2,0,1,0
893,20,0,18,0,4,0,1,1,1,0,5,7,3,3,3,1,0,1
894,27,0,16,2,6,2,4,2,1,0,0,7,0,4,2,1,0,1
895,28,1,14,4,2,2,8,6,1,1,0,9,3,4,2,0,0,0
896,19,0,11,5,8,0,0,0,0,1,1,7,0,4,3,0,0,1
897,18,0,14,3,9,0,0,0,2,0,0,0,3,4,2,0,0,0
898,19,0,13,2,6,2,2,0,0,1,3,7,0,2,2,0,0,1
899,24,1,9,0,4,1,4,3,2,2,5,8,0,3,3,0,0,0
900,23,0,25,4,8,2,6,4,1,2,3,4,0,4,3,0,0,1
901,23,0,5,1,4,0,1,1,0,0,5,6,2,4,2,1,0,2
902,26,0,2,2,8,6,7,1,0,1,0,2,2,2,3,0,1,0
903,28,0,5,3,7,4,4,0,0,1,1,8,3,2,3,0,0,1
904,20,0,18,0,4,1,2,1,0,2,1,2,2,2,2,0,0,0
905,26,0,24,2,2,5,7,2,2,0,0,7,3,3,3,0,0,1
906,24,0,25,3,1,2,3,1,0,1,2,2,3,2,3,0,0,1
907,24,0,16,4,4,1,3,2,0,2,5,9,2,4,3,0,1,2
908,22,0,1,4,3,4,4,0,1,0,4,4,0,4,3,1,1,1
909,19,1,15,2,6,2,2,0,1,0,0,3,0,2,2,0,0,0
910,20,1,22,1,7,0,0,0,1,0,5,1,0,3,2,1,0,2
911,24,1,16,1,7,0,0,0,2,1,4,4,0,4,2,0,0,1
912,27,0,28,3,2,1,7,6,2,1,4,7,1,2,3,0,1,0
913,21,0,26,4,7,0,1,1,1,0,1,9,2,2,2,0,0,2
914,20,1,3,1,9,0,1,1,2,0,4,0,1,2,2,0,0,1
915,26,1,23,0,1,7,8,1,1,0,0,2,1,3,2,0,1,1
916,21,0,27,0,9,0,0,0,0,0,2,9,1,2,3,0,0,0
917,18,1,14,5,5,0,0,0,0,0,5,5,2,3,2,0,1,3
918,24,1,1,4,2,0,0,0,0,0,4,6,1,3,3,0,0,2
919,21,0,16,0,2,1,1,0,1,0,0,7,2,2,2,0,0,1
920,21,0,4,5,3,0,3,3,1,1,0,0,0,3,3,0,1,0
921,26,0,15,2,6,8,8,0,0,0,4,6,3,4,3,0,1,3
922,20,0,22,1,6,0,0,0,1,1,5,6,3,4,3,0,1,0
923,21,0,4,1,8,2,2,0,1,0,4,9,0,4,3,1,0,0
924,26,1,5,1,2,0,0,0,0,0,0,3,0,3,2,1,0,1
925,25,0,13,2,2,0,4,4,2,1,0,9,1,2,2,0,0,3
926,26,0,28,5,0,0,5,5,1,0,5,9,3,2,3,0,0,3
927,22,0,16,3,5,0,0,0,2,2,2,8,1,2,3,1,0,2
928,26,1,6,5,0,1,1,0,1,0,5,0,2,3,3,0,0,1
929,19,1,8,5,4,2,2,0,0,2,5,2,3,2,3,1,1,1
930,25,1,1,4,3,1,4,3,0,1,2,4,0,4,2,0,0,3
931,19,1,11,2,9,1,2,1,0,2,3,9,0,2,3,0,0,1
932,24,0,22,1,9,4,7,3,1,1,3,1,0,2,2,0,0,2
933,21,0,22,3,9,0,0,0,1,1,2,5,3,2,2,0,1,3
934,22,0,24,4,4,2,2,0,0,1,4,0,1,4,3,0,0,3
935,25,1,1,3,6,0,5,5,2,2,2,8,3,3,2,0,0,1
936,28,1,10,2,7,1,7,6,0,1,1,4,3,3,2,0,0,0
937,24,0,8,3,8,0,3,3,2,0,1,3,2,2,2,0,0,1
938,25,1,21,5,7,2,2,0,1,1,5,1,0,2,3,1,0,1
939,24,1,25,0,1,0,0,0,1,1,3,8,1,3,2,0,0,1
940,23,1,11,4,5,3,3,0,1,1,1,1,0,2,3,0,0,1
941,25,0,21,2,9,4,7,3,2,0,5,5,1,2,3,0,0,2
942,25,0,29,0,4,6,6,0,1,1,4,9,2,4,2,0,0,1
943,23,1,1,5,1,1,2,1,1,2,0,9,2,3,2,0,1,1
944,23,0,26,5,7,1,1,0,1,2,2,0,2,3,2,0,0,3
945,27,1,21,4,0,1,5,4,2,1,4,3,2,4,3,0,1,2
946,27,1,18,1,1,1,1,0,2,1,0,6,0,4,3,0,0,2
947,18,0,5,3,6,0,0,0,1,1,1,9,2,2,3,0,0,3
948,24,0,18,4,2,0,0,0,1,1,0,3,1,4,3,1,1,2
949,23,0,4,5,6,2,2,0,1,0,4,0,3,2,2,1,0,1
950,22,0,12,1,7,0,1,1,2,1,4,0,3,3,3,1,0,2
951,24,0,25,1,4,3,5,2,0,0,0,0,3,4,2,0,1,1
952,28,0,3,0,3,3,8,5,2,1,5,9,0,2,3,0,0,2
953,20,1,12,2,9,1,2,1,0,2,3,8,2,2,2,0,0,2
954,23,0,4,2,4,1,2,1,1,0,1,7,1,4,3,0,0,0
955,21,0,20,5,6,0,0,0,0,0,2,0,0,4,2,0,0,2
956,25,0,17,5,8,1,1,0,2,0,5,6,2,3,3,0,0,3
957,22,1,12,2,6,1,1,0,0,2,4,3,3,2,3,0,0,3
958,21,1,29,3,0,2,3,1,1,1,3,2,0,2,3,0,0,1
959,18,1,21,4,3,0,0,0,2,0,0,8,0,4,2,0,1,1
960,26,1,1,1,5,2,7,5,2,2,4,2,1,2,2,0,0,1
961,21,0,16,2,2,1,1,0,0,0,5,2,1,4,3,1,0,0
962,20,1,9,5,5,0,1,1,0,0,2,4,3,4,3,0,0,3
963,25,1,14,3,1,0,0,0,1,1,4,8,2,3,3,0,0,1
964,20,0,16,4,4,0,0,0,2,0,1,1,1,3,3,0,1,0
965,23,0,3,4,1,1,3,2,2,0,5,5,3,2,2,0,0,3
966,22,0,5,2,4,1,2,1,1,1,3,8,1,4,3,0,0,3
967,20,1,13,1,0,0,1,1,2,1,3,3,0,2,3,0,0,3
968,19,1,3,5,8,1,2,1,2,0,0,6,1,2,2,1,0,0
969,19,0,26,5,4,0,0,0,1,2,3,7,0,4,3,0,0,0
970,18,1,7,4,8,0,0,0,1,1,5,0,0,4,3,0,0,1
971,20,1,6,2,0,1,3,2,2,1,0,2,2,4,2,0,0,1
972,18,1,27,0,5,0,1,1,2,1,5,7,1,3,3,1,0,1
973,23,0,21,2,3,0,4,4,0,2,0,1,3,3,3,0,1,0
974,22,0,22,0,6,1,1,0,1,1,2,8,2,2,3,0,0,2
975,27,0,14,4,6,0,4,4,0,1,2,7,2,3,3,0,0,1
976,26,0,23,5,7,0,3,3,0,2,5,4,2,4,3,0,0,1
977,27,0,12,2,9,0,1,1,1,1,5,8,0,2,2,0,0,0
978,20,1,10,3,2,3,3,0,2,0,0,2,2,2,2,1,0,1
979,21,1,8,1,8,3,4,1,1,2,1,6,2,2,3,0,0,0
980,20,1,8,2,8,1,1,0,2,1,3,2,2,4,2,0,1,0
981,24,1,22,0,3,0,0,0,1,0,0,4,2,4,2,0,0,3
982,27,0,6,2,7,3,4,1,1,0,1,2,0,4,3,0,1,1
983,23,1,19,5,3,2,2,0,1,0,1,7,0,2,2,0,0,0
984,27,0,3,4,6,3,7,4,0,1,0,9,0,2,2,0,0,0
985,23,1,9,2,7,4,6,2,1,0,2,7,0,3,2,0,0,0
986,20,1,11,1,3,1,2,1,0,0,0,5,3,2,2,0,0,1
987,25,0,9,0,8,2,3,1,1,1,1,8,2,2,2,0,0,1
988,20,0,10,1,6,0,1,1,2,2,0,8,1,3,2,0,0,2
989,22,0,4,2,0,0,0,0,1,1,2,7,2,4,2,1,0,1
990,25,1,1,0,4,7,7,0,0,0,5,8,0,2,2,1,0,2
991,25,0,4,5,8,3,6,3,1,1,5,0,1,2,2,0,0,0
992,26,0,15,1,3,0,1,1,2,0,4,3,0,3,2,0,1,1
993,25,1,5,0,1,1,5,4,0,0,5,1,1,2,2,0,1,2
994,25,1,1,4,6,1,4,3,2,1,3,5,3,2,2,0,0,0
995,25,0,20,5,6,4,4,0,1,1,4,4,2,3,2,0,0,1
996,19,0,8,4,6,1,2,1,1,0,1,6,1,2,3,1,0,2
997,23,1,10,0,9,0,0,0,2,0,1,6,2,4,2,1,0,2
998,25,0,17,3,6,1,3,2,1,1,0,2,0,2,2,0,0,0
999,27,0,18,2,1,7,8,1,2,0,1,0,1,2,3,0,0,2
1000,21,0,0,3,8,0,0,0,2,0,5,8,0,4,2,0,0,0
